sentence_key	expe_sentence_key	OK_Expe_perception	texte_expe	type-de-phrase	OK_praat_seg	neg	num_syll_OK_Expe_perception	wh-type	presence-eske	The Voice Contest	wh-in-situ-final	func-wh	texte	dossier-brat	nombre-de-mots	pos-wh	quality-wh	rheto-wh	subj-DP	subj-clit	subj-ce	nombre-subj	inverted-subj	comp	nombre-comp	lex-restr	partitif	est-ce-que	nombre_verbes	flexion-et	type-de-verbe-et	extraction-site	notes	partie-a-enlever	nombre-partie-a-enlever-mots	nombre-mots-a-enlever	dislocation-droite	attention-dernier-mot	fin-partie-enlever	locuteur	texte_turn_brut	spk_id	TEMPspkid	spk_age	spk_sex	nombre_syll
WE2_J008_3658		NO	y a combien de mètres carrés ?	wh-in-situ	NA	NO	6	combien	NO	3	NO	autre	et y a combien de mètres carrés ?																											spk1		DC528		15/25	F	
WE2_J008_3884		NO	ça t'a marquée ?	yes-no	NA	NO	4	NO	NO	2	NO	NO	oh mon dieu en plus tu étais jeune mais tu t'en souviens encore ça t'a marquée ?																											spk1		DC528		15/25	F	
WE2_J008_51	048-we-1-AR-7-WE2_J008_51	YES	qu'est-ce que tu fais dans la vie ?	wh-ex-situ	YES	NO	7	que-qu	YES	4	NO	objet	OK et euh qu'est-ce que tu fais dans la vie ?													NO														spk1		DC528	AR	15/25	F	
WE2_J008_77		NO	ça consiste en quoi ?	wh-in-situ	NA	NO	5	quoi	NO	3	YES	autre	et ça consiste en quoi ?																											spk1		DC528		15/25	F	
WE2_J009_1341		NO	tu habites où sur Orléans ?	wh-in-situ	NA	NO	7	où	NO	3	NO	autre	du coup tu habites où sur Orléans ?																											spk1		DC528		15/25	F	
WE2_J009_1419	078-wi-0-AR-4-WE2_J009_1419	YES	tu habitais où ?	wh-in-situ	YES	NO	5	où	NO	4	YES	autre	et avant du coup tu habitais où ?													NO														spk1		DC528	AR	15/25	F	
WE2_J009_4880	108-yn-0-AR-5-WE2_J009_4880	YES	ça s'est bien passé ?	yes-no	YES	NO	5	NO	NO	4	NO	NO	ça s'est bien passé ?																											spk1		DC528	AR	15/25	F	
WE2_J009_50	049-we-1-AR-7-WE2_J009_50	YES	qu'est-ce que tu fais dans la vie ?	wh-ex-situ	YES	NO	7	que-qu	YES	4	NO	objet	et qu'est-ce que tu fais dans la vie ?													NO														spk1		DC528	AR	15/25	F	
WE2_M017_146	052-we-0-AY-7-WE2_M017_146	YES	comment vous la décrireriez ?	wh-ex-situ	YES	NO	8	comment	NO	3	NO	autre	très bien bon c'est pas grave si vous vouliez parler d'Orléans à des amis qui ne connaissent pas la ville comment vous la décririez ?													NO														spk2		VN083	AY	NOAGE	F	
WE2_M020_118		NO	quel quartier habitez-vous ?	wh-ex-situ	NA	NO	7	quel	NO		NO	objet	alors euh quel quartier habitez-vous ?																											spk1		VN083		NOAGE	F	
WE2_M021_241		NO	quel âge vous avez ?	wh-ex-situ	NA	NO	5	quel	NO	2	NO	objet	quel âge vous avez ?																											spk2		TB182		NOAGE	F	
WE2_M051_413	050-we-1-AV-6-WE2_M051_413	YES	qu'est-ce que vous prendriez ?	wh-ex-situ	YES	NO	6	que-qu	YES	3	NO	objet	d'accord et euh si vous pouviez prendre une photo de la ville d'Orléans qui la représente qu'est-ce que vous prendriez ?													NO														spk1		JK217	AV	NOAGE	F	
WE2_M055_42		NO	comment est qu'on pourrait s'y rendre en fait ?	wh-ex-situ	NA	NO	10	comment	YES	2	NO	autre	oui et euh enfin comment est qu'on pourrait s'y rendre en fait ?																											spk1		LF686		NOAGE	M	
WE2_M071_181		NO	comment est-ce que vous décririez la ville ?	wh-ex-situ	NA	NO	10	comment	YES	1	NO	autre	si vous vouliez parler de la ville d'Orléans à des gens qui ne la connaissent pas comment est-ce que vous décririez la ville ?																											spk1		KB589		NOAGE	F	
